1024 7.02799e-08 4.74495 0.0241211 0.00904948
1331 1.27373e-07 4.84778 0.0168545 0.00375657
1730 1.09441e-07 4.76917 0.0229287 0.00323699
2249 5.44538e-08 4.86647 0.0270639 0.00259375
2923 5.5069e-08 4.91067 0.0520128 0.00386589
3799 5.60762e-08 4.95706 0.076643 0.00222866
4938 5.78304e-08 5.1044 0.0877346 0.0017416
6419 5.88409e-08 5.22043 0.105993 0.00285091
8344 5.98074e-08 5.32382 0.122519 0.00308006
10847 6.0539e-08 5.40274 0.130187 0.00344181
14101 6.13644e-08 5.43733 0.139262 0.00711061
18331 6.15206e-08 5.51769 0.153494 0.0151292
23830 6.23933e-08 5.58058 0.157779 0.0353056
30979 6.31729e-08 5.59469 0.213594 0.0742245
40272 6.48846e-08 5.72131 0.208624 0.0701099
52353 6.4591e-08 5.82209 0.220299 0.0598367
68058 6.50249e-08 5.84235 0.23055 0.0506215
88475 6.55289e-08 5.92776 0.241389 0.0592563
115017 6.60117e-08 5.98941 0.24501 0.0518973
149522 6.75798e-08 6.05441 0.248504 0.0494507
194378 6.88104e-08 6.15612 0.25354 0.0591079
252691 7.02845e-08 6.22885 0.252618 0.0595086
328498 7.09686e-08 6.34894 0.260017 0.0564616
427047 7.22077e-08 6.4278 0.262351 0.062724
555161 7.29717e-08 6.53971 0.261441 0.0724314
721709 7.41091e-08 6.62038 0.263554 0.0701223
938221 7.51941e-08 6.68805 0.264776 0.10045
1219687 7.65175e-08 6.80332 0.268878 0.120451
1585593 7.73385e-08 6.86233 0.267782 0.115523
2061270 7.78596e-08 6.88117 0.366037 0.152476
2679651 7.86289e-08 7.01011 0.355849 0.143986
3483546 7.92067e-08 7.08205 0.373163 0.147023
4528609 7.93458e-08 7.15418 0.38019 0.125256
5887191 7.97088e-08 7.20657 0.389252 0.125534
7653348 8.04202e-08 7.30874 0.393106 0.1339
9949352 8.23413e-08 7.36217 0.396568 0.137006
12934157 8.33752e-08 7.49267 0.401056 0.134385
