10 6.473e-08 1.38767 0.00505 0.00336
11 5.529e-08 1.50662 0.00247 0.00139
12 5.542e-08 1.51379 0.00086 0.00027
13 5.577e-08 1.54421 0.00243 0.0015
14 5.61e-08 1.60356 0.0009 0.00029
15 5.941e-08 1.66625 0.00316 0.00168
16 5.833e-08 1.67098 0.00264 0.00156
17 5.903e-08 1.69505 0.00115 0.00036
18 6.201e-08 1.72657 0.00222 0.00124
19 6.145e-08 1.76138 0.00237 0.00126
20 6.184e-08 1.80863 0.00094 0.00024
22 6.364e-08 1.91797 0.00227 0.00126
24 6.634e-08 1.97727 0.00223 0.00117
26 6.628e-08 1.99452 0.00228 0.0012
28 1.0633e-07 2.05164 0.00448 0.00324
30 8.283e-08 2.10238 0.00335 0.00172
33 6.986e-08 2.15057 0.00265 0.00137
36 7.473e-08 2.17741 0.00214 0.00125
39 7.21e-08 2.236 0.00124 0.00033
42 7.607e-08 2.30399 0.00322 0.00158
46 7.636e-08 2.4166 0.00377 0.00206
50 7.607e-08 2.45535 0.00264 0.00147
55 7.705e-08 2.49167 0.00237 0.00121
60 7.774e-08 2.56256 0.00121 0.00041
66 7.97e-08 2.62093 0.0026 0.00134
72 8.189e-08 2.64634 0.00312 0.00177
79 8.635e-08 2.71292 0.0028 0.00145
86 8.752e-08 2.80293 0.00237 0.00129
94 8.647e-08 2.90576 0.00297 0.00134
103 9.099e-08 2.94546 0.0033 0.00203
113 9.053e-08 2.98634 0.00253 0.00133
124 9.603e-08 3.0741 0.00438 0.00215
136 9.53e-08 3.11392 0.00325 0.00156
149 9.613e-08 3.14549 0.00308 0.00154
163 9.463e-08 3.21469 0.00258 0.00131
179 9.614e-08 3.3164 0.00264 0.00145
196 1.0014e-07 3.4155 0.00381 0.00171
215 1.0116e-07 3.44866 0.00336 0.00147
236 1.0088e-07 3.52119 0.00288 0.00135
259 1.0211e-07 3.59887 0.00358 0.00158
284 1.0915e-07 3.62589 0.00307 0.00143
312 1.0651e-07 3.69733 0.00504 0.00241
343 1.0844e-07 3.79304 0.00425 0.0016
377 1.1213e-07 3.91473 0.00471 0.00179
414 1.1058e-07 3.97178 0.0052 0.00173
455 1.1567e-07 4.04795 0.00558 0.0022
500 1.1612e-07 4.16078 0.00539 0.00178
550 1.1717e-07 4.24448 0.00599 0.00185
605 1.1981e-07 4.30593 0.00558 0.00177
665 1.2542e-07 4.4281 0.00891 0.00271
731 1.2436e-07 4.51735 0.01001 0.00347
804 1.3189e-07 4.62652 0.0078 0.00235
884 1.2613e-07 4.72748 0.00754 0.00218
972 1.32e-07 4.85911 0.01291 0.00298
1069 1.3154e-07 4.97772 0.00855 0.00218
1175 1.3516e-07 5.07893 0.00972 0.00258
1292 1.3879e-07 5.14334 0.01337 0.00294
1421 1.44e-07 5.25103 0.01517 0.00345
1563 1.4162e-07 5.36928 0.01748 0.00346
1719 1.4333e-07 5.4686 0.01641 0.00331
1890 1.4796e-07 5.59538 0.02547 0.00422
2079 1.4768e-07 5.70862 0.02401 0.0034
2286 1.4985e-07 5.76508 0.03008 0.00361
2514 1.5004e-07 5.83998 0.05475 0.00545
2765 1.5649e-07 5.90898 0.08452 0.00681
3041 1.5708e-07 6.04429 0.1207 0.00489
3345 1.5594e-07 6.10411 0.12743 0.00458
3679 1.6047e-07 6.21207 0.19744 0.00688
4046 1.6522e-07 6.29148 0.24797 0.00481
4450 1.6366e-07 6.33735 0.4549 0.00718
4895 1.7562e-07 6.39 0.65588 0.01316
5384 1.7186e-07 6.4572 0.81798 0.00843
5922 1.6889e-07 6.57088 1.01085 0.0088
6514 1.7347e-07 6.63388 1.16339 0.01064
7165 1.727e-07 6.71765 1.31172 0.00958
7881 1.7482e-07 6.7962 1.58732 0.00948
8669 1.7895e-07 6.85192 1.8095 0.01642
9535 1.8314e-07 6.91424 1.99646 0.01927
10488 1.8185e-07 6.9824 2.75258 0.02117
11536 1.8309e-07 7.08517 2.33037 0.01902
12689 1.8506e-07 7.16636 2.58509 0.02298
13957 1.9e-07 7.23705 2.65641 0.03317
15352 1.9206e-07 7.30722 2.87306 0.10659
16887 1.8863e-07 7.37131 3.151 0.04184
18575 1.9061e-07 7.42473 3.26268 0.04543
20432 1.9561e-07 7.50657 3.48429 0.10679
22475 1.9456e-07 7.59368 3.74925 0.10509
24722 1.9926e-07 7.69035 3.81328 0.15248
27194 2.0167e-07 7.73632 3.94645 0.18828
29913 2.0339e-07 7.81799 4.20731 0.28873
32904 2.0232e-07 7.87896 4.51813 0.59968
36194 2.0857e-07 7.94121 4.79185 0.793
39813 2.0889e-07 8.02406 4.99403 0.89238
43794 2.1544e-07 8.09059 5.3185 1.15275
48173 2.1666e-07 8.19718 5.38408 1.37092
52990 2.1652e-07 8.23963 5.54961 1.46918
58289 2.296e-07 8.30483 6.11857 1.81675
64117 2.219e-07 8.37309 6.16773 2.09478
70528 2.2658e-07 8.44661 6.4422 2.31066
77580 2.2762e-07 8.51919 6.67756 2.59078
85338 2.3394e-07 8.61476 6.99163 2.97742
93871 2.3405e-07 8.69993 7.1738 3.05789
103258 2.363e-07 8.76382 7.41324 3.29404
113583 2.6739e-07 8.81311 9.06718 4.6744
124941 2.5203e-07 8.88856 7.91651 3.92105
137435 2.4566e-07 8.95461 8.3022 4.29993
151178 2.4764e-07 9.03368 8.57689 4.53902
166295 2.5035e-07 9.13175 8.82353 4.83526
182924 2.6082e-07 9.19053 9.09732 5.07719
201216 2.5958e-07 9.27572 9.27611 5.37418
221337 2.5912e-07 9.33831 9.62717 5.64384
243470 2.5989e-07 9.38976 9.99246 5.96286
267817 2.71e-07 9.46542 10.5167 6.45729
294598 2.7239e-07 9.54666 11.7991 7.26511
324057 2.9945e-07 9.63486 12.9626 8.15409
356462 3.0389e-07 9.72519 12.2358 7.1951
392108 3.0276e-07 9.82387 12.4076 7.5091
431318 3.0187e-07 9.87755 15.8057 10.019
474449 3.0864e-07 9.93649 12.9408 8.0903
521893 3.2534e-07 10.0016 13.5645 8.71036
574082 3.2517e-07 10.1137 14.8279 9.69965
631490 3.4147e-07 10.2001 14.9296 9.38531
694639 3.5025e-07 10.2716 17.2065 11.4347
764102 3.5152e-07 10.3585 15.4398 10.0577
840512 3.6249e-07 10.4453 16.5151 11.0074
924563 4.0218e-07 10.5191 18.1155 12.4991
1017019 3.8487e-07 10.5733 17.2455 11.3216
1118720 3.9612e-07 10.6819 18.1196 12.1072
1230592 4.0717e-07 10.7557 19.6458 13.5931
1353651 4.1376e-07 10.8384 19.0785 13.0293
1489016 4.229e-07 10.9172 20.4189 14.3562
1637917 4.4278e-07 10.9885 20.1807 14.1841
1801708 4.4164e-07 11.0416 20.3913 14.2036
1981878 4.6137e-07 11.1125 21.9356 15.6044
2180065 4.6926e-07 11.2116 22.1183 15.4138
