1000 1.0356e-07
2000 8.766e-08
3000 1.0192e-07
4000 9.521e-08
5000 1.0262e-07
6000 1.0109e-07
7000 9.944e-08
8000 1.0011e-07
9000 1.0512e-07
10000 1.0733e-07
11000 1.0694e-07
12000 1.0663e-07
13000 1.0778e-07
14000 1.076e-07
15000 1.0645e-07
16000 1.0811e-07
17000 1.1225e-07
18000 1.1113e-07
19000 1.1321e-07
20000 1.1332e-07
21000 1.1308e-07
22000 1.1234e-07
23000 1.1303e-07
24000 1.1924e-07
25000 1.2242e-07
26000 1.1399e-07
27000 1.1649e-07
28000 1.1381e-07
29000 1.1291e-07
30000 1.1651e-07
31000 1.1932e-07
32000 1.1466e-07
33000 1.2432e-07
34000 1.2883e-07
35000 1.3173e-07
36000 1.2656e-07
37000 1.2599e-07
38000 1.2753e-07
39000 1.2997e-07
40000 1.2605e-07
41000 1.2595e-07
42000 1.2719e-07
43000 1.2852e-07
44000 1.293e-07
45000 1.5166e-07
46000 1.2662e-07
47000 1.2696e-07
48000 1.2651e-07
49000 1.2627e-07
50000 1.2845e-07
51000 1.2754e-07
52000 1.2693e-07
53000 1.2928e-07
54000 1.2915e-07
55000 1.2727e-07
56000 1.2791e-07
57000 1.2792e-07
58000 1.2716e-07
59000 1.2765e-07
60000 1.2745e-07
61000 1.282e-07
62000 1.2676e-07
63000 1.2804e-07
64000 1.2709e-07
65000 1.2737e-07
66000 1.4055e-07
67000 1.3882e-07
68000 1.4031e-07
69000 1.3865e-07
70000 1.3794e-07
71000 1.4485e-07
72000 1.4193e-07
73000 1.4038e-07
74000 1.3887e-07
75000 1.418e-07
76000 1.3925e-07
77000 1.3992e-07
78000 1.401e-07
79000 1.406e-07
80000 1.4712e-07
81000 1.4162e-07
82000 1.4137e-07
83000 1.4035e-07
84000 1.4122e-07
85000 1.3937e-07
86000 1.4125e-07
87000 1.4e-07
88000 1.4056e-07
89000 1.4085e-07
90000 1.4279e-07
91000 1.427e-07
92000 1.4744e-07
93000 1.4081e-07
94000 1.4103e-07
95000 2.0143e-07
96000 1.4947e-07
97000 1.4973e-07
98000 1.418e-07
99000 1.4216e-07
100000 1.4349e-07
101000 1.447e-07
102000 1.4368e-07
103000 1.4811e-07
104000 1.4705e-07
105000 1.4603e-07
106000 1.4309e-07
107000 1.4488e-07
108000 1.4347e-07
109000 1.4321e-07
110000 1.4502e-07
111000 1.4871e-07
112000 1.4787e-07
113000 1.4491e-07
114000 1.4811e-07
115000 1.4313e-07
116000 1.4441e-07
117000 1.4411e-07
118000 1.4374e-07
119000 1.4602e-07
120000 1.4645e-07
121000 1.4417e-07
122000 1.4432e-07
123000 1.4325e-07
124000 1.4358e-07
125000 1.4311e-07
126000 1.4495e-07
127000 1.4307e-07
128000 1.4169e-07
129000 1.4696e-07
130000 1.4454e-07
131000 1.4507e-07
132000 1.5008e-07
133000 1.5554e-07
134000 1.5872e-07
135000 1.5187e-07
136000 1.5251e-07
137000 1.4846e-07
138000 1.502e-07
139000 1.4833e-07
140000 1.4903e-07
141000 1.5115e-07
142000 1.5073e-07
143000 1.6628e-07
144000 1.4977e-07
145000 1.4893e-07
146000 1.5055e-07
147000 1.4999e-07
148000 1.4893e-07
149000 1.5016e-07
150000 1.5022e-07
151000 1.5448e-07
152000 1.4979e-07
153000 1.5148e-07
154000 1.4958e-07
155000 1.5039e-07
156000 1.5053e-07
157000 1.5216e-07
158000 1.5416e-07
159000 1.4937e-07
160000 1.4933e-07
161000 1.5115e-07
162000 1.5203e-07
163000 1.57e-07
164000 1.6667e-07
165000 1.6182e-07
166000 1.6437e-07
167000 1.5392e-07
168000 1.514e-07
169000 1.5292e-07
170000 1.6053e-07
171000 1.6013e-07
172000 1.5592e-07
173000 1.5261e-07
174000 1.5026e-07
175000 1.4988e-07
176000 1.5346e-07
177000 1.5302e-07
178000 1.5377e-07
179000 1.527e-07
180000 1.5109e-07
181000 1.5098e-07
182000 1.5128e-07
183000 1.5165e-07
184000 1.5221e-07
185000 1.519e-07
186000 1.5221e-07
187000 1.658e-07
188000 1.6438e-07
189000 1.7204e-07
190000 1.7456e-07
191000 1.6776e-07
192000 1.7052e-07
193000 1.6374e-07
194000 1.5881e-07
195000 1.6143e-07
