10 5.455e-08 1.56587 0.00635 0.0036
11 4.337e-08 1.56797 0.00265 0.00131
12 4.506e-08 1.65281 0.00388 0.002
13 4.422e-08 1.70162 0.00324 0.00137
14 4.532e-08 1.7199 0.00413 0.00187
15 4.539e-08 1.70984 0.00254 0.00142
16 4.537e-08 1.81855 0.00255 0.00149
17 4.674e-08 1.8969 0.00398 0.00169
18 4.616e-08 1.95118 0.00292 0.00127
19 4.796e-08 1.99356 0.00361 0.00175
20 4.796e-08 2.01792 0.00384 0.0015
22 4.823e-08 2.0514 0.00403 0.00168
24 4.813e-08 2.08928 0.00334 0.00166
26 4.876e-08 2.16135 0.00402 0.00149
28 4.969e-08 2.19922 0.00302 0.00153
30 4.945e-08 2.20372 0.00339 0.00178
33 5.129e-08 2.3089 0.00401 0.00162
36 5.271e-08 2.40476 0.00513 0.00192
39 5.37e-08 2.468 0.00486 0.00206
42 5.159e-08 2.50581 0.00293 0.00143
46 5.242e-08 2.53751 0.0045 0.0021
50 5.312e-08 2.60214 0.00388 0.00178
55 5.477e-08 2.661 0.00365 0.00157
60 5.438e-08 2.68686 0.00438 0.00175
66 5.567e-08 2.76122 0.00469 0.00192
72 5.966e-08 2.87236 0.00475 0.00187
79 5.664e-08 2.94978 0.0038 0.0015
86 5.646e-08 2.98439 0.00393 0.00163
94 5.911e-08 3.00988 0.0053 0.0024
103 5.903e-08 3.10605 0.0037 0.00219
113 5.971e-08 3.15534 0.00492 0.00161
124 6.075e-08 3.16931 0.00475 0.002
136 6.066e-08 3.29266 0.00397 0.00153
149 6.188e-08 3.38996 0.00465 0.00209
163 6.164e-08 3.45267 0.00528 0.00199
179 6.353e-08 3.49465 0.00493 0.00173
196 6.299e-08 3.53935 0.00449 0.00187
215 6.346e-08 3.63217 0.00453 0.00183
236 6.47e-08 3.66726 0.00453 0.00147
259 6.501e-08 3.70206 0.00558 0.00201
284 6.574e-08 3.84069 0.00643 0.00211
312 6.719e-08 3.92159 0.00719 0.00222
343 6.797e-08 3.99711 0.00676 0.00218
377 6.844e-08 4.06458 0.0077 0.00228
414 6.889e-08 4.1593 0.00511 0.0017
455 6.859e-08 4.21433 0.00705 0.00258
500 6.922e-08 4.26533 0.00433 0.00171
550 7.151e-08 4.40052 0.00977 0.00229
605 7.084e-08 4.52357 0.00809 0.00258
665 7.429e-08 4.60967 0.01374 0.00273
731 7.485e-08 4.70495 0.01217 0.00293
804 7.339e-08 4.79239 0.00911 0.00309
884 7.628e-08 4.88561 0.01147 0.00322
972 7.612e-08 4.97056 0.0115 0.00295
1069 7.704e-08 5.0751 0.01917 0.00397
1175 7.895e-08 5.20355 0.02486 0.0031
1292 8e-08 5.30542 0.0252 0.00419
1421 7.829e-08 5.39899 0.01586 0.00374
1563 8.008e-08 5.46825 0.02046 0.00427
1719 8.432e-08 5.62025 0.02234 0.00426
1890 8.301e-08 5.70091 0.02699 0.005
2079 8.2e-08 5.7025 0.0349 0.00546
2286 8.453e-08 5.84883 0.11685 0.00685
2514 8.754e-08 5.97118 0.16585 0.01098
2765 8.676e-08 6.06088 0.17511 0.00708
3041 8.792e-08 6.14579 0.18997 0.00814
3345 8.766e-08 6.26018 0.23212 0.00858
3679 8.879e-08 6.31293 0.37889 0.00875
4046 8.943e-08 6.28188 0.33847 0.00962
4450 8.842e-08 6.43154 1.1982 0.01718
4895 9.136e-08 6.55795 1.20517 0.01251
5384 9.15e-08 6.67768 1.41197 0.01665
5922 9.383e-08 6.73397 1.46686 0.01933
6514 9.309e-08 6.81914 1.51076 0.01784
7165 9.489e-08 6.83931 1.62503 0.02352
7881 9.299e-08 6.84256 1.93879 0.02887
8669 9.573e-08 6.92878 2.60571 0.0354
9535 9.604e-08 7.07889 2.69294 0.03592
10488 1e-07 7.19696 2.87004 0.06612
11536 9.823e-08 7.26569 3.00169 0.15368
12689 9.962e-08 7.31826 3.19777 0.21934
13957 9.944e-08 7.36749 3.33767 0.2661
15352 1.0046e-07 7.35516 3.32565 0.11155
16887 1.0076e-07 7.41334 4.15683 0.47479
18575 1.0694e-07 7.57201 4.24558 0.48352
20432 1.0377e-07 7.67819 4.34853 0.43043
22475 1.055e-07 7.73791 4.45828 0.56717
24722 1.0727e-07 7.79446 4.65252 0.77249
27194 1.0746e-07 7.8667 4.76871 0.83809
29913 1.0731e-07 7.86479 4.95117 0.97767
32904 1.0928e-07 7.85233 5.36916 1.21754
36194 1.2961e-07 8.051 5.54769 1.45038
39813 1.4769e-07 8.17817 5.7076 1.57604
43794 1.1305e-07 8.25019 5.89248 1.72499
48173 1.1324e-07 8.28489 6.11559 1.97239
52990 1.1656e-07 8.34596 6.39085 2.13999
58289 1.1773e-07 8.3726 6.62297 2.37824
64117 1.213e-07 8.38416 7.03648 2.67032
70528 1.1861e-07 8.53806 7.30256 2.89954
77580 1.2045e-07 8.65296 7.47445 3.07022
85338 1.2188e-07 8.73037 7.6549 3.20038
93871 1.2215e-07 8.77894 7.85617 3.3939
103258 1.2281e-07 8.84781 8.19669 3.7339
113583 1.2388e-07 8.86815 8.35038 3.74284
124941 1.252e-07 8.89938 8.78139 4.19213
137435 1.2934e-07 8.99644 9.29642 4.6769
151178 1.5483e-07 9.11331 7.58942 3.06567
166295 1.4375e-07 9.2235 8.03621 3.21473
182924 1.4567e-07 9.2564 8.55501 3.95075
201216 1.4063e-07 9.31563 8.9675 4.30374
221337 1.3632e-07 9.35789 9.25047 4.46194
243470 1.3714e-07 9.39604 9.67704 4.98629
267817 1.3752e-07 9.4417 10.3009 5.69569
