10 1.2e-05 60 143 77
11 7e-06 40 42 12
12 8e-06 30 37 6
13 8e-06 34 44 12
14 9e-06 100 49 7
15 9e-06 30 53 10
16 1e-05 35 60 7
17 1.1e-05 36 67 8
18 1.1e-05 47 72 8
19 1.3e-05 39 80 9
20 1.5e-05 41 94 16
22 1.8e-05 840 102 11
24 2.1e-05 44 125 14
26 2.5e-05 54 139 10
28 3e-05 47 163 11
30 3.7e-05 69 186 13
33 5e-05 154 224 35
36 6.3e-05 1352 267 32
39 8.2e-05 1571 305 34
42 9.8e-05 1814 360 43
46 0.000129 2173 424 74
50 0.000168 2558 501 78
55 0.000228 3090 596 83
60 0.0003 3685 724 98
66 0.000408 4446 871 133
72 0.000576 5275 1514 224
79 0.00078 6332 1460 246
86 0.001011 7490 4568 333
94 0.001345 8902 40890 346
103 0.001785 10720 68101 423
113 0.002386 12906 93634 535
124 0.003191 15505 122163 766
136 0.003934 18646 160365 888
149 0.005203 22364 211315 988
163 0.006836 26747 280739 1783
179 0.009152 31816 365561 51928
196 0.011992 38435 485654 56633
215 0.015981 46131 655636 32458
236 0.021116 55667 864164 69197
259 0.027768 66798 1.18148e+06 558062
284 0.038104 80555 1.89457e+06 964254
312 0.051028 97808 4.45822e+06 1.84953e+06
343 0.065553 117943 1.05496e+07 2.54496e+06
377 0.086356 141923 5.99745e+06 3.47411e+06
414 0.114947 171790 1.53505e+07 4.51761e+06
455 0.157018 207447 8.95385e+07 6.03848e+06
500 0.204714 250479 4.90255e+07 7.8535e+06
550 0.277912 303052 1.41559e+08 1.04972e+07
605 0.36939 366596 1.71346e+08 1.40732e+07
665 0.496583 442835 3.10955e+08 1.86703e+07
731 0.731603 535148 4.18513e+08 2.48084e+07
804 2.43322 647300 6.04818e+08 3.28393e+07
884 3.77135 782476 8.10268e+08 4.3776e+07
972 1.5667 945750 1.27873e+09 1.00898e+08
1069 2.08007 1.14281e+06 1.96362e+09 1.54248e+08
1175 2.7888 1.38204e+06 2.26985e+09 1.54495e+08
1292 3.71727 1.67085e+06 2.84625e+09 2.0181e+08
1421 6.20153 2.02109e+06 3.29437e+09 2.15196e+08
1563 10.7684 2.44508e+06 4.06262e+09 2.58741e+08
1719 15.0677 2.95741e+06 5.40332e+09 3.24403e+08
1890 18.0176 3.57484e+06 7.18092e+09 4.98081e+08
